Experiment Accession	Peak Accession	Biosample	Target	Lab	RFA
ENCSR000BNM	ENCFF792CKI	Homo sapiens K562	TAF7	"Richard Myers, HAIB"	ENCODE2
ENCSR000BUM	ENCFF803WYI	Homo sapiens MCF-7	SIN3A	"Richard Myers, HAIB"	ENCODE2
ENCSR000DMQ	ENCFF869OOK	Homo sapiens MCF-7	MYC	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000BTI	ENCFF517TKD	Homo sapiens A549	GATA3	"Richard Myers, HAIB"	ENCODE2
ENCSR000DKP	ENCFF180XBL	Homo sapiens GM10248	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000EAJ	ENCFF946CSJ	Homo sapiens GM12891	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BJN	ENCFF032ZPF	Homo sapiens HepG2	TAF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EFJ	ENCFF699YDJ	Homo sapiens IMR-90	RAD21	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BLS	ENCFF304NRB	Homo sapiens HepG2	RAD21	"Richard Myers, HAIB"	ENCODE2
ENCSR000EGA	ENCFF034SWM	Homo sapiens K562	TBL1XR1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BIP	ENCFF847HXU	Homo sapiens H1	BCL11A	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTN	ENCFF656HFI	Homo sapiens A549	PBX3	"Richard Myers, HAIB"	ENCODE2
ENCSR000BJO	ENCFF622LOQ	Homo sapiens Panc1	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000BMV	ENCFF004HXL	Homo sapiens K562	FOSL1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BGE	ENCFF089YRX	Homo sapiens GM12878	SRF	"Richard Myers, HAIB"	ENCODE2
ENCSR000BNI	ENCFF759YCY	Homo sapiens HepG2	FOXA2	"Richard Myers, HAIB"	ENCODE2
ENCSR000EFD	ENCFF170WDS	Homo sapiens IMR-90	RFX5	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DRB	ENCFF966VCV	Homo sapiens GM12864	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BVG	ENCFF018FHH	Homo sapiens SK-N-SH	RXRA	"Richard Myers, HAIB"	ENCODE2
ENCSR000BUN	ENCFF987QLI	Homo sapiens MCF-7	TCF12	"Richard Myers, HAIB"	ENCODE2
ENCSR000EZF	ENCFF123NLG	Homo sapiens HeLa-S3	MAX	"Sherman Weissman, Yale"	ENCODE2
ENCSR000DRR	ENCFF834WWA	Homo sapiens GM12874	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000EEC	ENCFF005YUC	Homo sapiens HepG2	MAFF	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BUB	ENCFF894YJQ	Homo sapiens A549	CEBPB	"Richard Myers, HAIB"	ENCODE2
ENCSR000BNH	ENCFF023LAA	Homo sapiens H1	CTCF	"Richard Myers, HAIB"	ENCODE2
ENCSR000BHB	ENCFF707DWY	Homo sapiens GM12878	EP300	"Richard Myers, HAIB"	ENCODE2
ENCSR000EFW	ENCFF568ZPW	Homo sapiens K562	UBTF	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BUE	ENCFF191GQE	Homo sapiens Ishikawa	EP300	"Richard Myers, HAIB"	ENCODE2
ENCSR000EAC	ENCFF834GOT	Homo sapiens GM12878	RAD21	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BLK	ENCFF101SEZ	Homo sapiens K562	SRF	"Richard Myers, HAIB"	ENCODE2
ENCSR000ATC	ENCFF568QUD	Homo sapiens HeLa-S3	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000DYX	ENCFF013QNV	Homo sapiens GM12878	SIN3A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000AVC	ENCFF021QGZ	Homo sapiens H1	KDM4A	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BTS	ENCFF260GEA	Homo sapiens SK-N-SH	ZBTB33	"Richard Myers, HAIB"	ENCODE2
ENCSR000BIJ	ENCFF436BZD	Homo sapiens GM12891	SPI1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BNL	ENCFF741FZG	Homo sapiens K562	SP2	"Richard Myers, HAIB"	ENCODE2
ENCSR000AOO	ENCFF450EVR	Homo sapiens astrocyte	CTCF	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BNR	ENCFF923TXH	Homo sapiens H1	HDAC2	"Richard Myers, HAIB"	ENCODE2
ENCSR000BOZ	ENCFF650LAZ	Homo sapiens SK-N-SH	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000DTO	ENCFF171SNH	Homo sapiens HCT116	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BJW	ENCFF745EBL	Homo sapiens H1	RXRA	"Richard Myers, HAIB"	ENCODE2
ENCSR000DWN	ENCFF298KGE	Homo sapiens NB4	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000EWI	ENCFF752EMN	Homo sapiens K562	SETDB1	"Peggy Farnham, USC"	ENCODE2
ENCSR000FAL	ENCFF730QNU	Homo sapiens NB4	POLR2A	"Sherman Weissman, Yale"	ENCODE2
ENCSR000BKO	ENCFF171NEU	Homo sapiens K562	SP1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BKC	ENCFF440FTA	Homo sapiens H1	ATF3	"Richard Myers, HAIB"	ENCODE2
ENCSR000DZZ	ENCFF099PYR	Homo sapiens GM12878	TBP	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BJZ	ENCFF185BRL	Homo sapiens GM12878	BCLAF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BKE	ENCFF440JOS	Homo sapiens HepG2	ATF3	"Richard Myers, HAIB"	ENCODE2
ENCSR000BKD	ENCFF376FVJ	Homo sapiens H1	YY1	"Richard Myers, HAIB"	ENCODE2
ENCSR000ASW	ENCFF508TID	Homo sapiens DND-41	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BNJ	ENCFF123FQW	Homo sapiens HepG2	HNF4G	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTU	ENCFF606QRV	Homo sapiens Ishikawa	RAD21	"Richard Myers, HAIB"	ENCODE2
ENCSR000BQN	ENCFF917PQS	Homo sapiens PFSK-1	TAF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BIU	ENCFF978MNS	Homo sapiens H1	USF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EHN	ENCFF217LXF	Homo sapiens K562	SMARCB1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BUP	ENCFF087KDW	Homo sapiens Panc1	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000DUH	ENCFF991RIU	Homo sapiens foreskin fibroblast male newborn	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BTY	ENCFF200RKW	Homo sapiens Ishikawa	MAX	"Richard Myers, HAIB"	ENCODE2
ENCSR000DOG	ENCFF895RNS	Homo sapiens K562	ATF3	"Kevin Struhl, HMS"	ENCODE2
ENCSR000EXX	ENCFF218GFN	Homo sapiens Raji	POLR2A	"Peggy Farnham, USC"	ENCODE2
ENCSR000BIW	ENCFF308NZT	Homo sapiens H1	GABPA	"Richard Myers, HAIB"	ENCODE2
ENCSR000BJP	ENCFF381GEE	Homo sapiens PFSK-1	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000EEJ	ENCFF619GRL	Homo sapiens HepG2	IRF3	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EVQ	ENCFF361NJR	Homo sapiens HepG2	TCF7L2	"Peggy Farnham, USC"	ENCODE2
ENCSR000DZC	ENCFF585BRC	Homo sapiens GM12878	RCOR1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000AOA	ENCFF111RWV	Homo sapiens HeLa-S3	CTCF	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000ANS	ENCFF541TLL	Homo sapiens myotube originated from skeletal muscle myoblast	CTCF	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BOY	ENCFF408SCK	Homo sapiens PFSK-1	SIN3A	"Richard Myers, HAIB"	ENCODE2
ENCSR000EHL	ENCFF921FKB	Homo sapiens K562	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EBZ	ENCFF287KKY	Homo sapiens H1	JUND	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DKA	ENCFF165ZEP	Homo sapiens K562 stably expressing GATA2	GATA2	"Kevin White, UChicago"	ENCODE2
ENCSR000BNQ	ENCFF452NTN	Homo sapiens GM12878	BCL3	"Richard Myers, HAIB"	ENCODE2
ENCSR000BIT	ENCFF959HJP	Homo sapiens H1	TCF12	"Richard Myers, HAIB"	ENCODE2
ENCSR000FAC	ENCFF540QPM	Homo sapiens K562	XRCC4	"Sherman Weissman, Yale"	ENCODE2
ENCSR000BQL	ENCFF172KBM	Homo sapiens GM12878	NFATC1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BVN	ENCFF060IPX	Homo sapiens HepG2	ZEB1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTV	ENCFF138KSX	Homo sapiens neural cell originated from H1	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000EHQ	ENCFF307GHJ	Homo sapiens K562	POLR3G	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EDG	ENCFF806AQE	Homo sapiens HeLa-S3	JUN	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DKN	ENCFF278EKO	Homo sapiens H54	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000EVD	ENCFF108NXV	Homo sapiens HEK293	ZNF263	"Peggy Farnham, USC"	ENCODE2
ENCSR000BTG	ENCFF157KZY	Homo sapiens SK-N-SH	GABPA	"Richard Myers, HAIB"	ENCODE2
ENCSR000DOD	ENCFF496PIQ	Homo sapiens K562	GTF3C2	"Kevin Struhl, HMS"	ENCODE2
ENCSR000EDX	ENCFF424GKS	Homo sapiens HepG2	POLR2AphosphoS2	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BNT	ENCFF958OUE	Homo sapiens HepG2	YY1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BJE	ENCFF878FBM	Homo sapiens GM12878	SIX5	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTE	ENCFF936WPZ	Homo sapiens HCT116	FOSL1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BQZ	ENCFF006GSY	Homo sapiens GM12878	STAT5A	"Richard Myers, HAIB"	ENCODE2
ENCSR000BGI	ENCFF879TPT	Homo sapiens GM12878	USF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000ECB	ENCFF817TGF	Homo sapiens H1	TBP	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BJA	ENCFF100KKH	Homo sapiens H1	EGR1	"Richard Myers, HAIB"	ENCODE2
ENCSR000DMH	ENCFF263REK	Homo sapiens lung tissue male adult (27 years) and male adult (35 years)	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000BUV	ENCFF989TZU	Homo sapiens Ishikawa	TCF12	"Richard Myers, HAIB"	ENCODE2
ENCSR000EAR	ENCFF129APS	Homo sapiens GM15510	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BSF	ENCFF600MKH	Homo sapiens HCT116	SP1	"Richard Myers, HAIB"	ENCODE2
ENCSR000DUM	ENCFF750KVF	Homo sapiens HFF-Myc originated from foreskin fibroblast	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000DPV	ENCFF926VWC	Homo sapiens AG10803	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BRZ	ENCFF822VKJ	Homo sapiens HCT116	EGR1	"Richard Myers, HAIB"	ENCODE2
ENCSR000DKZ	ENCFF679GGX	Homo sapiens GM13976	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000DNR	ENCFF191KVV	Homo sapiens HeLa-S3	NFYB	"Kevin Struhl, HMS"	ENCODE2
ENCSR000BTD	ENCFF714RQM	Homo sapiens Ishikawa	SRF	"Richard Myers, HAIB"	ENCODE2
ENCSR000DNP	ENCFF684BIN	Homo sapiens GM12878	SUPT20H	"Kevin Struhl, HMS"	ENCODE2
ENCSR000DMR	ENCFF542DEP	Homo sapiens MCF-7	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000DZO	ENCFF864EBU	Homo sapiens GM12878	NRF1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BGK	ENCFF305OER	Homo sapiens HepG2	JUND	"Richard Myers, HAIB"	ENCODE2
ENCSR000BVB	ENCFF209EPG	Homo sapiens SK-N-SH	FOSL2	"Richard Myers, HAIB"	ENCODE2
ENCSR000BLU	ENCFF243PSJ	Homo sapiens H1	TAF7	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTQ	ENCFF728MPA	Homo sapiens MCF-7	RAD21	"Richard Myers, HAIB"	ENCODE2
ENCSR000EBW	ENCFF235ROG	Homo sapiens H1	ZNF143	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BGM	ENCFF712AVW	Homo sapiens HepG2	USF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EFX	ENCFF837NNR	Homo sapiens K562	MAZ	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EBG	ENCFF658XFZ	Homo sapiens GM19099	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BSN	ENCFF978KGB	Homo sapiens H1	CREB1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EFK	ENCFF448ZOJ	Homo sapiens IMR-90	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BMB	ENCFF146SYU	Homo sapiens GM12878	ELF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BSC	ENCFF502RNC	Homo sapiens HCT116	SRF	"Richard Myers, HAIB"	ENCODE2
ENCSR000EBY	ENCFF270GMO	Homo sapiens H1	MYC	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EDE	ENCFF239FBO	Homo sapiens HeLa-S3	RAD21	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EZC	ENCFF216YDM	Homo sapiens HeLa-S3	SMARCA4	"Sherman Weissman, Yale"	ENCODE2
ENCSR000BUD	ENCFF766VUQ	Homo sapiens A549	TEAD4	"Richard Myers, HAIB"	ENCODE2
ENCSR000EEI	ENCFF562YSV	Homo sapiens HepG2	JUND	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EGZ	ENCFF068IGH	Homo sapiens K562	MXI1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DWQ	ENCFF533NKJ	Homo sapiens foreskin fibroblast male newborn	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BOX	ENCFF884WVM	Homo sapiens PFSK-1	REST	"Richard Myers, HAIB"	ENCODE2
ENCSR000BKM	ENCFF242YZU	Homo sapiens K562	GATA2	"Richard Myers, HAIB"	ENCODE2
ENCSR000DNC	ENCFF833DGJ	Homo sapiens keratinocyte female	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000EBR	ENCFF727RNJ	Homo sapiens H1	MXI1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EVN	ENCFF703LZR	Homo sapiens HeLa-S3	NR2C2	"Peggy Farnham, USC"	ENCODE2
ENCSR000ARO	ENCFF078YQZ	Homo sapiens fibroblast of lung female child (11 years) and male adult (45 years)	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BNK	ENCFF630YVJ	Homo sapiens K562	CTCFL	"Richard Myers, HAIB"	ENCODE2
ENCSR000BNP	ENCFF446ZSX	Homo sapiens GM12878	YY1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EHC	ENCFF075BRS	Homo sapiens K562	GTF2F1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DMN	ENCFF166EUJ	Homo sapiens MCF-7	POLR2A	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000BPB	ENCFF916NNI	Homo sapiens SK-N-SH	SIN3A	"Richard Myers, HAIB"	ENCODE2
ENCSR000EDA	ENCFF014TJO	Homo sapiens HeLa-S3	CEBPB	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DZI	ENCFF376AEL	Homo sapiens GM12878	MXI1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BQW	ENCFF551CCD	Homo sapiens HepG2	MBD4	"Richard Myers, HAIB"	ENCODE2
ENCSR000BVM	ENCFF804MKP	Homo sapiens HepG2	NR2F2	"Richard Myers, HAIB"	ENCODE2
ENCSR000EUN	ENCFF718OGI	Homo sapiens H1	ZNF274	"Peggy Farnham, USC"	ENCODE2
ENCSR000DNY	ENCFF311DEF	Homo sapiens HeLa-S3	GTF3C2	"Kevin Struhl, HMS"	ENCODE2
ENCSR000ECX	ENCFF438ZEN	Homo sapiens HeLa-S3	RFX5	"Michael Snyder, Stanford"	ENCODE2
ENCSR000ECY	ENCFF721NYV	Homo sapiens HeLa-S3	PRDM1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000AQU	ENCFF388IXL	Homo sapiens DND-41	CTCF	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BVK	ENCFF725PAR	Homo sapiens HCT116	USF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EUK	ENCFF034UEJ	Homo sapiens GM12878	ZNF274	"Peggy Farnham, USC"	ENCODE2
ENCSR000DYY	ENCFF744QAC	Homo sapiens GM12878	E2F4	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EEE	ENCFF157DSR	Homo sapiens HepG2	CEBPB	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EVL	ENCFF718JTU	Homo sapiens HeLa-S3	E2F4	"Peggy Farnham, USC"	ENCODE2
ENCSR000BRH	ENCFF475GKK	Homo sapiens GM12878	MTA3	"Richard Myers, HAIB"	ENCODE2
ENCSR000EEB	ENCFF654RRF	Homo sapiens HepG2	MAFK	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BHK	ENCFF038AVV	Homo sapiens GM12878	SP1	"Richard Myers, HAIB"	ENCODE2
ENCSR000ATK	ENCFF467WAD	Homo sapiens H1	PHF8	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000DVI	ENCFF004AXJ	Homo sapiens retinal pigment epithelial cell	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000EIB	ENCFF146MHU	Homo sapiens SK-N-SH	JUND	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BGS	ENCFF502IPK	Homo sapiens GM12878	TAF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BMG	ENCFF630HGY	Homo sapiens K562	HDAC2	"Richard Myers, HAIB"	ENCODE2
ENCSR000BGQ	ENCFF492ZRZ	Homo sapiens GM12878	SPI1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BTL	ENCFF626ZGH	Homo sapiens HL-60	POLR2AphosphoS5	"Richard Myers, HAIB"	ENCODE2
ENCSR000EGI	ENCFF119AHD	Homo sapiens K562	MAFF	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BSM	ENCFF042OEY	Homo sapiens SK-N-SH	YY1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BSL	ENCFF258AZW	Homo sapiens SK-N-SH	TCF12	"Richard Myers, HAIB"	ENCODE2
ENCSR000EEZ	ENCFF562ZOV	Homo sapiens endothelial cell of umbilical vein newborn	MAX	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BSV	ENCFF749DWZ	Homo sapiens SK-N-SH	NFIC	"Richard Myers, HAIB"	ENCODE2
ENCSR000EVU	ENCFF972ZIV	Homo sapiens endothelial cell of umbilical vein newborn	FOS	"Peggy Farnham, USC"	ENCODE2
ENCSR000ASZ	ENCFF681LNJ	Homo sapiens myotube originated from skeletal muscle myoblast	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000EFY	ENCFF891OQP	Homo sapiens K562	ARID3A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DZF	ENCFF361EVH	Homo sapiens GM12878	MAX	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EDF	ENCFF291VFT	Homo sapiens HeLa-S3	IRF3	"Michael Snyder, Stanford"	ENCODE2
ENCSR000AQK	ENCFF962NKC	Homo sapiens H1	CHD1	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000DML	ENCFF138LHE	Homo sapiens MCF-7	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000EUL	ENCFF782KRV	Homo sapiens GM12878	NR2C2	"Peggy Farnham, USC"	ENCODE2
ENCSR000BUI	ENCFF423KOE	Homo sapiens MCF-7	FOSL2	"Richard Myers, HAIB"	ENCODE2
ENCSR000BQA	ENCFF021NPR	Homo sapiens HepG2	ZBTB7A	"Richard Myers, HAIB"	ENCODE2
ENCSR000DZB	ENCFF164MPE	Homo sapiens GM12878	ELK1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EEF	ENCFF652ELW	Homo sapiens HepG2	USF2	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DLM	ENCFF607OBG	Homo sapiens HeLa-S3	POLR2A	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000BMJ	ENCFF262EKX	Homo sapiens H1	BCL11A	"Richard Myers, HAIB"	ENCODE2
ENCSR000DOC	ENCFF944LWS	Homo sapiens K562	BRF2	"Kevin Struhl, HMS"	ENCODE2
ENCSR000BMR	ENCFF634JRD	Homo sapiens K562	POLR2A	"Richard Myers, HAIB"	ENCODE2
ENCSR000EUZ	ENCFF032VPU	Homo sapiens HEK293	TRIM28	"Peggy Farnham, USC"	ENCODE2
ENCSR000ARD	ENCFF339YTO	Homo sapiens GM12878	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000DUX	ENCFF170QWE	Homo sapiens fibroblast of pulmonary artery	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000DNW	ENCFF621LKI	Homo sapiens HeLa-S3	BRF1	"Kevin Struhl, HMS"	ENCODE2
ENCSR000BVH	ENCFF420PYW	Homo sapiens HCT116	ELF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000ECC	ENCFF414RES	Homo sapiens H1	NRF1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000ASE	ENCFF572QID	Homo sapiens fibroblast of dermis	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000ARK	ENCFF912WHK	Homo sapiens keratinocyte male	EZH2	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000BRS	ENCFF847ZHF	Homo sapiens K562	NR2F2	"Richard Myers, HAIB"	ENCODE2
ENCSR000BMO	ENCFF948RVA	Homo sapiens HepG2	FOXA1	"Richard Myers, HAIB"	ENCODE2
ENCSR000EEA	ENCFF141FYD	Homo sapiens HepG2	RFX5	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DVA	ENCFF408OJF	Homo sapiens fibroblast of lung	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000DZG	ENCFF926AKK	Homo sapiens GM12878	EP300	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DMV	ENCFF163JHE	Homo sapiens MCF-7	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000EVG	ENCFF546RIC	Homo sapiens HeLa-S3	ZNF274	"Peggy Farnham, USC"	ENCODE2
ENCSR000DZV	ENCFF029PAA	Homo sapiens GM12878	STAT3	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EEG	ENCFF155CEQ	Homo sapiens HepG2	RAD21	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BLF	ENCFF263RCV	Homo sapiens HepG2	HNF4A	"Richard Myers, HAIB"	ENCODE2
ENCSR000AHD	ENCFF942TCG	Homo sapiens MCF-7	CTCF	"Richard Myers, HAIB"	ENCODE2
ENCSR000BSS	ENCFF091NQE	Homo sapiens MCF-7	ELF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000DOI	ENCFF627DJP	Homo sapiens K562	POLR3A	"Kevin Struhl, HMS"	ENCODE2
ENCSR000DKB	NA	Homo sapiens K562 stably expressing FOS	FOS	"Kevin White, UChicago"	ENCODE2
ENCSR000DSZ	ENCFF674KSP	Homo sapiens astrocyte of the cerebellum	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BKU	ENCFF074OAM	Homo sapiens K562	YY1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BHP	ENCFF401HSI	Homo sapiens HepG2	FOSL2	"Richard Myers, HAIB"	ENCODE2
ENCSR000EGQ	ENCFF718ZFY	Homo sapiens K562	NFYB	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BMZ	ENCFF839JEO	Homo sapiens HepG2	ELF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000AMF	ENCFF692RPA	Homo sapiens H1	CTCF	"Bradley Bernstein, Broad"	ENCODE2
ENCSR000EAM	ENCFF394NVG	Homo sapiens GM12892	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000EYB	ENCFF946TTM	Homo sapiens SH-SY5Y	GATA2	"Peggy Farnham, USC"	ENCODE2
ENCSR000BSB	ENCFF391AAM	Homo sapiens HCT116	RAD21	"Richard Myers, HAIB"	ENCODE2
ENCSR000BNY	ENCFF141RIH	Homo sapiens HCT116	ZBTB33	"Richard Myers, HAIB"	ENCODE2
ENCSR000DRN	ENCFF867MAL	Homo sapiens GM12872	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BIQ	ENCFF384KWP	Homo sapiens H1	SIX5	"Richard Myers, HAIB"	ENCODE2
ENCSR000DZS	ENCFF303GOQ	Homo sapiens GM12878	BRCA1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DUP	ENCFF152JZK	Homo sapiens HL-60	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000BTZ	ENCFF914HSC	Homo sapiens SK-N-SH	USF1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BRU	ENCFF549GKZ	Homo sapiens GM12878	FOXM1	"Richard Myers, HAIB"	ENCODE2
ENCSR000DYO	ENCFF195PBD	Homo sapiens GM10847	POLR2A	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BND	ENCFF703XCL	Homo sapiens GM12878	ZEB1	"Richard Myers, HAIB"	ENCODE2
ENCSR000BJD	ENCFF063KLF	Homo sapiens GM12878	RXRA	"Richard Myers, HAIB"	ENCODE2
ENCSR000ECF	ENCFF142NQQ	Homo sapiens H1	RFX5	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DND	ENCFF577WVN	Homo sapiens pancreas tissue male adult (54 years) and male adult (60 years)	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000DLO	ENCFF548ARU	Homo sapiens HeLa-S3	CTCF	"Vishwanath Iyer, UTA"	ENCODE2
ENCSR000DPP	ENCFF693KJZ	Homo sapiens AG09309	CTCF	"John Stamatoyannopoulos, UW"	ENCODE2
ENCSR000EWH	ENCFF495XYS	Homo sapiens K562	NR2C2	"Peggy Farnham, USC"	ENCODE2
ENCSR000DYF	ENCFF215KQQ	Homo sapiens A549	POLR2AphosphoS2	"Michael Snyder, Stanford"	ENCODE2
ENCSR000DZE	ENCFF753HYW	Homo sapiens GM12878	CHD1	"Michael Snyder, Stanford"	ENCODE2
ENCSR000BJK	ENCFF890WJZ	Homo sapiens HepG2	GABPA	"Richard Myers, HAIB"	ENCODE2
ENCSR000BJH	ENCFF444NKK	Homo sapiens GM12891	PAX5	"Richard Myers, HAIB"	ENCODE2
ENCSR000EWE	ENCFF742DPO	Homo sapiens K562	ZNF274	"Peggy Farnham, USC"	ENCODE2
