# STARR silencer cCREs							
Chr	Start	End	cCRE accession	cCRE class	CAPRA quantification	P-value	Threshold
chr2	111985641	111985850	EH38E2025054	dELS	-0.8816	4.86E-02	Robust
chr16	67455629	67455906	EH38E3186742	dELS	-0.8932	4.86E-02	Robust
chr12	83018673	83018898	EH38E1628764	dELS	-0.9795	4.86E-02	Robust
chrX	44902800	44903032	EH38E3932557	dELS	-0.9984	4.86E-02	Robust
chr12	93431455	93431660	EH38E3033150	dELS	-0.9971	4.86E-02	Robust
chr18	38077340	38077592	EH38E4180583	dELS	-0.9971	4.86E-02	Robust
chr4	37223867	37224055	EH38E3579973	dELS	-0.9971	4.86E-02	Robust
chr7	72231839	72232099	EH38E2562707	dELS	-0.9344	4.87E-02	Robust
chr13	23347663	23347911	EH38E3055374	dELS	-0.9511	4.87E-02	Robust
chr19	40378687	40378968	EH38E3306012	dELS	-0.8337	4.87E-02	Robust
chr17	37191319	37191518	EH38E4160676	CA-TF	-0.8033	4.87E-02	Robust
chr9	111758393	111758639	EH38E4504556	CA	-0.8709	4.87E-02	Robust
chr17	68356997	68357337	EH38E3239484	dELS	-0.9969	4.87E-02	Robust
chr17	72374737	72375016	EH38E3240837	dELS	-0.9969	4.87E-02	Robust
chr4	186081226	186081533	EH38E3619936	pELS	-0.9969	4.87E-02	Robust
chr7	26019560	26019772	EH38E4431584	CA	-0.8642	4.87E-02	Robust
chr1	2172722	2173053	EH38E2778456	dELS	-0.8972	4.87E-02	Robust
chr3	53602882	53603152	EH38E4297597	CA	-0.9977	4.87E-02	Robust
chr7	101708683	101708902	EH38E3790060	dELS	-0.9977	4.87E-02	Robust
chr7	51471990	51472246	EH38E4436769	pELS	-0.9980	4.87E-02	Robust
chr13	48641532	48641864	EH38E1675343	dELS	-0.9804	4.87E-02	Robust
chr7	71606255	71606537	EH38E4439341	CA	-0.9804	4.87E-02	Robust
chr1	58825056	58825396	EH38E2814487	dELS	-0.9103	4.87E-02	Robust
chr8	81682989	81683186	EH38E3842532	dELS	-0.9602	4.88E-02	Robust
chr11	115819020	115819369	EH38E1572190	dELS	-0.9515	4.88E-02	Robust
chr2	25983812	25984055	EH38E3331912	pELS	-0.9515	4.88E-02	Robust
chr12	20497838	20498029	EH38E3006591	CA-CTCF	-0.9594	4.88E-02	Robust
chr15	82656878	82657179	EH38E3150759	dELS	-0.7654	4.88E-02	Robust
chr2	82065358	82065621	EH38E4221363	CA	-0.9450	4.88E-02	Robust
chr8	34026688	34026865	EH38E4465214	dELS	-0.8562	4.88E-02	Robust
chr12	12651970	12652161	EH38E4057060	TF	-0.8984	4.88E-02	Robust
chr9	114056620	114056825	EH38E4505014	CA-H3K4me3	-0.7602	4.88E-02	Robust
chr21	10432132	10432342	EH38E4269820	dELS	-0.5753	4.88E-02	Robust
chr7	16256459	16256809	EH38E4429752	TF	-0.9986	4.88E-02	Robust
chr16	29940050	29940265	EH38E4141076	TF	-0.9512	4.88E-02	Robust
chr5	170481874	170482204	EH38E4389126	CA	-0.9911	4.88E-02	Robust
chr1	41866286	41866635	EH38E2806469	dELS	-0.9637	4.89E-02	Robust
chr12	32104464	32104672	EH38E1603580	dELS	-1.0031	4.89E-02	Robust
chr17	79729805	79730133	EH38E3248166	pELS	-1.0031	4.89E-02	Robust
chr2	218215398	218215617	EH38E3400398	pELS	-1.0031	4.89E-02	Robust
chr7	54986738	54987058	EH38E2558257	dELS	-1.0031	4.89E-02	Robust
chr17	60491896	60492103	EH38E4167595	dELS	-0.7462	4.89E-02	Robust
chr7	138329910	138330217	EH38E2594974	dELS	-0.9761	4.89E-02	Robust
chrX	77995415	77995650	EH38E4523056	CA	-0.9761	4.89E-02	Robust
chr1	39328115	39328460	EH38E1339325	dELS	-0.9892	4.89E-02	Robust
chr2	126774203	126774546	EH38E4229649	dELS	-0.9892	4.89E-02	Robust
chr5	71498747	71499097	EH38E2380425	dELS	-0.9892	4.89E-02	Robust
chr7	116821647	116821997	EH38E4448520	TF	-0.9892	4.89E-02	Robust
chr17	7727902	7728214	EH38E4154973	CA	-0.9457	4.89E-02	Robust
chr1	185653979	185654323	EH38E2853669	dELS	-1.0029	4.89E-02	Robust
chr10	88051640	88051910	EH38E1486159	pELS	-1.0029	4.89E-02	Robust
chr14	103399754	103400086	EH38E1744939	dELS	-1.0029	4.89E-02	Robust
chrX	14429233	14429568	EH38E4514266	CA	-1.0023	4.89E-02	Robust
chr2	181803409	181803759	EH38E4240720	TF	-0.9907	4.89E-02	Robust
chr20	49356705	49357053	EH38E2118616	dELS	-0.9907	4.89E-02	Robust
chr6	706848	707087	EH38E4392087	TF	-0.9001	4.89E-02	Robust
chr6	15374660	15374822	EH38E3692982	dELS	-0.8138	4.89E-02	Robust
chr5	114308599	114308771	EH38E3654812	dELS	-0.9380	4.89E-02	Robust
chr3	122683784	122684028	EH38E4309251	dELS	-0.7793	4.89E-02	Robust
chr11	113983814	113984094	EH38E2985297	dELS	-0.9758	4.90E-02	Robust
chr1	33494940	33495163	EH38E1336053	CA-H3K4me3	-0.9376	4.90E-02	Robust
chr17	45673803	45674094	EH38E4163717	TF	-0.9376	4.90E-02	Robust
chrX	150955769	150956036	EH38E4532755	CA	-0.9376	4.90E-02	Robust
chr5	91225574	91225788	EH38E4373966	pELS	-1.0011	4.90E-02	Robust
chr2	153912939	153913271	EH38E2042619	dELS	-0.9330	4.90E-02	Robust
chr8	73079115	73079342	EH38E4471988	dELS	-0.7312	4.90E-02	Robust
chr10	117903862	117904063	EH38E4022560	CA	-0.9375	4.90E-02	Robust
chr10	124546586	124546822	EH38E2931216	dELS	-0.9036	4.90E-02	Robust
chr19	10439641	10439933	EH38E3289500	dELS	-0.8754	4.90E-02	Robust
chr11	128835832	128835998	EH38E1581428	dELS	-1.0009	4.90E-02	Robust
chr19	11611604	11611804	EH38E3290677	dELS	-1.0009	4.90E-02	Robust
chr4	181972093	181972257	EH38E3617830	dELS	-0.8492	4.90E-02	Robust
chr1	18959669	18959894	EH38E3956764	dELS	-0.8582	4.90E-02	Robust
chr2	119576337	119576538	EH38E3367551	dELS	-0.8582	4.90E-02	Robust
chr17	41863539	41863756	EH38E3223522	pELS	-0.8844	4.90E-02	Robust
chr2	29045295	29045449	EH38E3334119	dELS	-0.7426	4.90E-02	Robust
chr22	47505080	47505230	EH38E4285116	TF	-0.9421	4.90E-02	Robust
chr6	62344685	62344892	EH38E3714532	CA-H3K4me3	-0.9452	4.90E-02	Robust
chr15	40831925	40832097	EH38E4120564	TF	-0.7302	4.91E-02	Robust
chr8	124253842	124254124	EH38E4481850	dELS	-0.9917	4.91E-02	Robust
chr4	185496241	185496402	EH38E3619603	CA-CTCF	-0.8214	4.91E-02	Robust
chr5	54485725	54485993	EH38E4367852	TF	-0.9651	4.91E-02	Robust
chr19	54380935	54381181	EH38E4202751	TF	-0.7987	4.91E-02	Robust
chr6	111835491	111835665	EH38E2494546	dELS	-0.9508	4.91E-02	Robust
chr1	185746384	185746637	EH38E2853703	dELS	-0.9664	4.91E-02	Robust
chr13	101125575	101125883	EH38E4096570	CA	-0.9650	4.91E-02	Robust
chr9	130049005	130049220	EH38E2731138	dELS	-0.9650	4.91E-02	Robust
chr2	237129975	237130229	EH38E4251442	TF	-0.7458	4.91E-02	Robust
chr14	50966191	50966504	EH38E1713229	dELS	-0.9982	4.91E-02	Robust
chr8	72282899	72283102	EH38E2639837	CA-H3K4me3	-0.9982	4.91E-02	Robust
chr9	121547743	121547923	EH38E3905984	dELS	-0.6828	4.91E-02	Robust
chr5	124795455	124795639	EH38E3657840	dELS	-1.0016	4.91E-02	Robust
chr6	7444451	7444646	EH38E3689226	dELS	-0.9914	4.91E-02	Robust
chr15	20300407	20300647	EH38E3122677	CA-CTCF	-0.8586	4.91E-02	Robust
chr2	197510410	197510701	EH38E3392770	dELS	-0.9201	4.91E-02	Robust
chr8	6160688	6160959	EH38E3815509	dELS	-0.9201	4.91E-02	Robust
chr1	161736661	161737003	EH38E1391529	pELS	-0.6438	4.91E-02	Robust
chr1	239930693	239931041	EH38E1436342	dELS	-0.6438	4.91E-02	Robust
chr1	37181853	37182009	EH38E2803537	dELS	-0.6438	4.91E-02	Robust
chr1	89798573	89798862	EH38E3972575	CA-TF	-0.6438	4.91E-02	Robust
chr1	107641426	107641772	EH38E2828770	dELS	-0.6438	4.91E-02	Robust
chr1	12644851	12645201	EH38E3954869	TF	-0.6438	4.91E-02	Robust
chr1	29208861	29209211	EH38E3959569	dELS	-0.6438	4.91E-02	Robust
chr10	104893253	104893539	EH38E1496968	dELS	-0.6438	4.91E-02	Robust
chr11	71930609	71930895	EH38E2970596	pELS	-0.6438	4.91E-02	Robust
chr12	65199672	65199936	EH38E3024229	CA-H3K4me3	-0.6438	4.91E-02	Robust
chr12	95071915	95072186	EH38E3033967	pELS	-0.6438	4.91E-02	Robust
chr12	48145076	48145420	EH38E4062815	dELS	-0.6438	4.91E-02	Robust
chr13	63853843	63854190	EH38E1680342	CA	-0.6438	4.91E-02	Robust
chr13	83723905	83724167	EH38E4093040	CA	-0.6438	4.91E-02	Robust
chr14	106280896	106281242	EH38E3122296	dELS	-0.6438	4.91E-02	Robust
chr15	44185090	44185415	EH38E3131363	dELS	-0.6438	4.91E-02	Robust
chr16	69501586	69501935	EH38E4147256	dELS	-0.6438	4.91E-02	Robust
chr17	35695306	35695611	EH38E1858537	dELS	-0.6438	4.91E-02	Robust
chr17	69603019	69603351	EH38E1882032	dELS	-0.6438	4.91E-02	Robust
chr17	65176815	65177165	EH38E4168827	TF	-0.6438	4.91E-02	Robust
chr18	35244751	35245071	EH38E1909194	dELS	-0.6438	4.91E-02	Robust
chr18	75532162	75532382	EH38E1927354	dELS	-0.6438	4.91E-02	Robust
chr18	12659106	12659434	EH38E3257999	pELS	-0.6438	4.91E-02	Robust
chr19	42452718	42453048	EH38E1955645	dELS	-0.6438	4.91E-02	Robust
chr19	42194948	42195255	EH38E3307485	dELS	-0.6438	4.91E-02	Robust
chr19	33721776	33722126	EH38E4197390	TF	-0.6438	4.91E-02	Robust
chr2	54310980	54311329	EH38E4215797	dELS	-0.6438	4.91E-02	Robust
chr2	84928048	84928222	EH38E3355212	dELS	-0.6438	4.91E-02	Robust
chr22	41457225	41457466	EH38E4283458	CA	-0.6438	4.91E-02	Robust
chr3	5025114	5025295	EH38E2175309	dELS	-0.6438	4.91E-02	Robust
chr3	99883132	99883390	EH38E2221437	dELS	-0.6438	4.91E-02	Robust
chr3	101688145	101688442	EH38E2222520	pELS	-0.6438	4.91E-02	Robust
chr3	190607062	190607362	EH38E2269009	CA-H3K4me3	-0.6438	4.91E-02	Robust
chr3	41201855	41202107	EH38E3507648	pELS	-0.6438	4.91E-02	Robust
chr3	174347266	174347611	EH38E3554491	dELS	-0.6438	4.91E-02	Robust
chr3	197427944	197428106	EH38E3564852	dELS	-0.6438	4.91E-02	Robust
chr4	87853463	87853771	EH38E2310873	dELS	-0.6438	4.91E-02	Robust
chr5	55743156	55743430	EH38E3637074	CA-CTCF	-0.6438	4.91E-02	Robust
chr5	75457700	75458049	EH38E2383239	dELS	-0.6438	4.91E-02	Robust
chr5	92682825	92683150	EH38E4374200	dELS	-0.6438	4.91E-02	Robust
chr5	164755939	164756218	EH38E4387933	CA-CTCF	-0.6438	4.91E-02	Robust
chr5	63963093	63963441	EH38E3639927	pELS	-0.6438	4.91E-02	Robust
chr5	132779983	132780331	EH38E3660835	pELS	-0.6438	4.91E-02	Robust
chr5	139454256	139454595	EH38E4382956	dELS	-0.6438	4.91E-02	Robust
chr6	143964816	143965157	EH38E2511189	PLS	-0.6438	4.91E-02	Robust
chr6	27247822	27248121	EH38E3698174	pELS	-0.6438	4.91E-02	Robust
chr6	34227293	34227642	EH38E3702893	dELS	-0.6438	4.91E-02	Robust
chr7	73821800	73822102	EH38E3779603	dELS	-0.6438	4.91E-02	Robust
chr7	145699293	145699447	EH38E3806208	dELS	-0.6438	4.91E-02	Robust
chr7	3461540	3461865	EH38E4427173	dELS	-0.6438	4.91E-02	Robust
chr8	74266748	74266942	EH38E2640761	dELS	-0.6438	4.91E-02	Robust
chr8	114111840	114112177	EH38E2657814	dELS	-0.6438	4.91E-02	Robust
chr8	124838972	124839320	EH38E3856616	pELS	-0.6438	4.91E-02	Robust
chr8	116566823	116567011	EH38E4480304	TF	-0.6438	4.91E-02	Robust
chr8	143392166	143392516	EH38E4488242	TF	-0.6438	4.91E-02	Robust
chr9	113378585	113378900	EH38E2719360	pELS	-0.6438	4.91E-02	Robust
chrX	119820741	119821083	EH38E2766367	dELS	-0.6438	4.91E-02	Robust
chr12	46814674	46814847	EH38E3013786	dELS	-1.0000	4.91E-02	Robust
chr7	131423867	131424053	EH38E3800685	dELS	-1.0000	4.91E-02	Robust
chr12	4366146	4366361	EH38E4055343	TF	-1.0018	4.91E-02	Robust
chr6	47919912	47920256	EH38E2471566	dELS	-1.0018	4.91E-02	Robust
chr7	80913718	80913949	EH38E3782812	dELS	-1.0018	4.91E-02	Robust
chr13	75743127	75743405	EH38E3071679	CA-H3K4me3	-0.9282	4.91E-02	Robust
chr18	42980467	42980801	EH38E4181646	CA	-1.0016	4.92E-02	Robust
chr20	4279509	4279841	EH38E3417614	dELS	-0.9716	4.92E-02	Robust
chr15	70338796	70339107	EH38E3143702	dELS	-0.9999	4.92E-02	Robust
chr15	50267057	50267407	EH38E4122163	TF	-0.9999	4.92E-02	Robust
chr2	197711574	197711889	EH38E2064181	CA-H3K4me3	-0.9999	4.92E-02	Robust
chr20	10596015	10596344	EH38E2097523	dELS	-0.9999	4.92E-02	Robust
chr8	124281120	124281465	EH38E3856232	dELS	-0.9999	4.92E-02	Robust
chr11	11769440	11769677	EH38E4029735	dELS	-0.9468	4.92E-02	Robust
chr7	38659392	38659633	EH38E3768839	dELS	-0.8213	4.92E-02	Robust
chr22	28686660	28686898	EH38E4280389	TF	-0.9599	4.92E-02	Robust
chr5	140667360	140667516	EH38E3665672	dELS	-0.7716	4.92E-02	Robust
chr11	62194043	62194246	EH38E2961312	dELS	-0.8569	4.92E-02	Robust
chr11	32707884	32708069	EH38E2951764	dELS	-0.9714	4.92E-02	Robust
chr14	78849786	78850129	EH38E3107052	dELS	-0.9714	4.92E-02	Robust
chr1	2468066	2468391	EH38E3951891	pELS	-0.9120	4.92E-02	Robust
chr4	140806258	140806513	EH38E2330973	dELS	-0.9120	4.92E-02	Robust
chr13	40128419	40128683	EH38E3061938	dELS	-0.9393	4.92E-02	Robust
chr5	848677	849020	EH38E4358237	dELS	-0.9593	4.92E-02	Robust
chr9	70462391	70462577	EH38E3884917	dELS	-0.9392	4.92E-02	Robust
chr13	51735650	51735810	EH38E1677438	dELS	-0.8331	4.92E-02	Robust
chr2	236150287	236150527	EH38E4251222	TF	-0.9594	4.93E-02	Robust
chr12	50942694	50942942	EH38E1611342	dELS	-0.9682	4.93E-02	Robust
chr2	7577858	7578030	EH38E3322552	CA-H3K4me3	-0.9325	4.93E-02	Robust
chr17	35799061	35799226	EH38E3219560	dELS	-0.8746	4.93E-02	Robust
chr5	13403936	13404211	EH38E4361464	CA	-0.9537	4.93E-02	Robust
chr11	126017876	126018126	EH38E4052232	CA	-1.0009	4.93E-02	Robust
chr3	46553210	46553447	EH38E2198276	dELS	-1.0009	4.93E-02	Robust
chr15	69054651	69054909	EH38E4125813	dELS	-0.9362	4.93E-02	Robust
chr7	97449588	97449755	EH38E4444180	TF	-0.9362	4.93E-02	Robust
chr15	44188825	44189175	EH38E3131364	dELS	-0.9075	4.93E-02	Robust
chr9	3407922	3408154	EH38E4489491	CA	-0.8817	4.94E-02	Robust
chr19	7863208	7863406	EH38E4191994	dELS	-0.9285	4.94E-02	Robust
chr7	91292639	91292840	EH38E2570919	dELS	-0.7908	4.94E-02	Robust
chr1	52612061	52612339	EH38E2811522	dELS	-0.8459	4.94E-02	Robust
chr6	122597264	122597577	EH38E3730083	dELS	-0.9697	4.94E-02	Robust
chr1	199964644	199964983	EH38E3988587	CA	-0.9906	4.94E-02	Robust
chr10	33889410	33889714	EH38E4006093	CA	-0.9906	4.94E-02	Robust
chr12	126342943	126343233	EH38E4079674	dELS	-0.9906	4.94E-02	Robust
chr17	54933941	54934272	EH38E1871567	dELS	-0.9906	4.94E-02	Robust
chr4	58953445	58953707	EH38E3586160	dELS	-0.9906	4.94E-02	Robust
chr8	144650215	144650523	EH38E2676495	dELS	-0.9906	4.94E-02	Robust
chr3	174195888	174196077	EH38E2259211	dELS	-0.9905	4.94E-02	Robust
chr18	35097321	35097557	EH38E4179939	dELS	-0.8804	4.94E-02	Robust
chr4	18155707	18155860	EH38E3575954	dELS	-0.9455	4.94E-02	Robust
chr7	125489192	125489353	EH38E3797781	dELS	-0.9455	4.94E-02	Robust
chr11	31793314	31793606	EH38E1530178	dELS	-0.9357	4.95E-02	Robust
chr6	1981760	1981926	EH38E3685867	CA-H3K4me3	-0.8470	4.95E-02	Robust
chr13	107832698	107833041	EH38E1696413	dELS	-0.9449	4.95E-02	Robust
chr20	3012393	3012653	EH38E3416660	dELS	-0.9449	4.95E-02	Robust
chr8	122467132	122467474	EH38E3855172	dELS	-0.9449	4.95E-02	Robust
chr12	57072766	57072969	EH38E1616179	dELS	-0.9994	4.95E-02	Robust
chr2	159914008	159914257	EH38E3380412	CA-H3K4me3	-0.9802	4.95E-02	Robust
chr21	41254330	41254659	EH38E3459723	dELS	-0.9802	4.95E-02	Robust
chr15	59396332	59396549	EH38E1766281	dELS	-0.9151	4.95E-02	Robust
chr3	56088995	56089232	EH38E2204682	CA-H3K4me3	-0.8637	4.95E-02	Robust
chr5	161192739	161192903	EH38E2427085	dELS	-0.9170	4.95E-02	Robust
chr12	128438635	128438957	EH38E4080179	CA	-0.9821	4.96E-02	Robust
chr3	125047001	125047212	EH38E2234151	dELS	-0.8367	4.96E-02	Robust
chr20	51136864	51137087	EH38E2120551	dELS	-0.8276	4.96E-02	Robust
chr12	6679549	6679720	EH38E3001157	dELS	-0.7887	4.96E-02	Robust
chr5	35474272	35474487	EH38E3632082	dELS	-0.8525	4.96E-02	Robust
chr6	45574892	45575203	EH38E2470204	pELS	-0.9462	4.96E-02	Robust
chr11	11932033	11932344	EH38E4029776	TF	-0.9974	4.96E-02	Robust
chr19	7434472	7434808	EH38E1936462	dELS	-0.9974	4.96E-02	Robust
chr10	73915672	73915904	EH38E2908733	dELS	-0.9283	4.96E-02	Robust
chr13	36797519	36797688	EH38E4085107	CA	-0.9840	4.96E-02	Robust
chr5	36223963	36224298	EH38E3632367	pELS	-0.9841	4.96E-02	Robust
chr14	69108031	69108341	EH38E3102076	CA-CTCF	-0.9989	4.96E-02	Robust
chr2	100924184	100924529	EH38E2019391	dELS	-0.9989	4.96E-02	Robust
chr14	65808478	65808640	EH38E3100390	CA-H3K4me3	-0.7542	4.96E-02	Robust
chr11	87839872	87840221	EH38E4044707	CA-CTCF	-0.9818	4.96E-02	Robust
chr8	64357587	64357829	EH38E3837263	dELS	-0.9818	4.96E-02	Robust
chr22	29796910	29797063	EH38E3475103	dELS	-0.7096	4.97E-02	Robust
chr1	77036699	77036856	EH38E1360318	CA-CTCF	-0.9621	4.97E-02	Robust
chr10	22326443	22326654	EH38E2890486	dELS	-0.9621	4.97E-02	Robust
chr14	80539884	80540171	EH38E3107499	dELS	-0.9621	4.97E-02	Robust
chr15	44137766	44138065	EH38E3131349	dELS	-0.9621	4.97E-02	Robust
chr15	55538265	55538602	EH38E3135308	dELS	-0.9621	4.97E-02	Robust
chr16	35624180	35624473	EH38E4141857	CA	-0.9621	4.97E-02	Robust
chr18	37628500	37628847	EH38E4180449	CA	-0.9621	4.97E-02	Robust
chr3	71124735	71124935	EH38E3522227	dELS	-0.9621	4.97E-02	Robust
chr4	45458650	45458832	EH38E3582995	CA-CTCF	-0.9621	4.97E-02	Robust
chr4	55933641	55933988	EH38E3585434	dELS	-0.9621	4.97E-02	Robust
chr8	117396209	117396552	EH38E3853174	dELS	-0.9621	4.97E-02	Robust
chr11	124827004	124827339	EH38E4051979	CA	-0.9706	4.97E-02	Robust
chr6	134616166	134616362	EH38E3734106	CA-CTCF	-0.9231	4.97E-02	Robust
chr4	109405443	109405610	EH38E4343739	CA	-0.8757	4.97E-02	Robust
chr1	226971891	226972070	EH38E2870463	dELS	-0.9839	4.97E-02	Robust
chr13	109874631	109874925	EH38E1697376	dELS	-0.9839	4.97E-02	Robust
chr22	25738071	25738359	EH38E2154403	dELS	-0.9839	4.97E-02	Robust
chr7	131236109	131236317	EH38E2591053	dELS	-0.9839	4.97E-02	Robust
chrX	57345128	57345335	EH38E3935537	dELS	-0.9839	4.97E-02	Robust
chr1	56521375	56521574	EH38E1350504	dELS	-0.9446	4.97E-02	Robust
chr1	185636833	185637183	EH38E1405572	dELS	-0.9704	4.97E-02	Robust
chr6	34909069	34909280	EH38E2461916	dELS	-0.9704	4.97E-02	Robust
chrX	2224849	2225199	EH38E4511892	TF	-0.9229	4.97E-02	Robust
chr14	43312845	43313089	EH38E3092604	dELS	-0.9931	4.97E-02	Robust
chr18	23213720	23213944	EH38E1903869	dELS	-0.9931	4.97E-02	Robust
chr4	98099305	98099506	EH38E4341795	CA	-0.9931	4.97E-02	Robust
chr1	6874790	6875034	EH38E2782656	dELS	-0.9011	4.97E-02	Robust
chr1	152103109	152103314	EH38E2837978	dELS	-0.7431	4.97E-02	Robust
chr4	89043092	89043294	EH38E4340255	CA	-0.9142	4.97E-02	Robust
chr7	16607157	16607363	EH38E3759443	dELS	-0.9990	4.98E-02	Robust
chr1	154705594	154705847	EH38E3980107	CA	-0.9261	4.98E-02	Robust
chr14	22729111	22729445	EH38E4100501	CA	-0.9836	4.98E-02	Robust
chr20	44362048	44362348	EH38E3434189	dELS	-0.9836	4.98E-02	Robust
chr6	12751754	12752089	EH38E4394710	CA-H3K4me3	-0.9836	4.98E-02	Robust
chrX	155768435	155768781	EH38E3949996	pELS	-0.9836	4.98E-02	Robust
chr22	36405173	36405370	EH38E3478839	dELS	-0.9552	4.98E-02	Robust
chr11	97417001	97417165	EH38E4046426	CA	-0.9764	4.98E-02	Robust
chr2	100596561	100596832	EH38E4224316	CA-TF	-0.9764	4.98E-02	Robust
chr3	177538080	177538430	EH38E3555369	dELS	-0.9764	4.98E-02	Robust
chr3	181741486	181741810	EH38E4320528	dELS	-0.9764	4.98E-02	Robust
chr6	121601544	121601809	EH38E3729799	dELS	-0.9764	4.98E-02	Robust
chr4	109388298	109388646	EH38E2319359	dELS	-0.9989	4.98E-02	Robust
chr8	82890656	82890923	EH38E4473633	CA	-0.8858	4.98E-02	Robust
chr12	120260592	120260939	EH38E1649793	dELS	-0.9245	4.98E-02	Robust
chr2	241549765	241549955	EH38E3414251	dELS	-0.8515	4.98E-02	Robust
chr7	53521619	53521875	EH38E2557896	dELS	-0.9974	4.98E-02	Robust
chr11	78800139	78800480	EH38E2975107	dELS	-0.9746	4.99E-02	Robust
chr4	173663719	173663930	EH38E3616180	CA-CTCF	-0.8444	4.99E-02	Robust
chr15	23483879	23484228	EH38E1748122	dELS	-0.9813	4.99E-02	Robust
chr1	89616918	89617127	EH38E2823705	dELS	-0.8861	4.99E-02	Robust
chr6	111790610	111790794	EH38E2494486	dELS	-0.8861	4.99E-02	Robust
chr2	237476650	237476853	EH38E3410264	dELS	-0.8261	4.99E-02	Robust
chr14	64651263	64651514	EH38E3099690	dELS	-0.8839	4.99E-02	Robust
chr11	34439588	34439849	EH38E2952684	pELS	-0.8446	4.99E-02	Robust
chr11	117063955	117064237	EH38E2986873	dELS	-0.8446	4.99E-02	Robust
chr13	89159857	89160035	EH38E4093967	CA	-0.8446	4.99E-02	Robust
chr14	31878208	31878503	EH38E3089380	dELS	-0.8446	4.99E-02	Robust
chr17	78123567	78123843	EH38E3246295	pELS	-0.8446	4.99E-02	Robust
chr18	49452546	49452891	EH38E4182991	CA	-0.8446	4.99E-02	Robust
chr19	16599291	16599629	EH38E3294386	dELS	-0.8446	4.99E-02	Robust
chr19	29890460	29890810	EH38E4196341	TF	-0.8446	4.99E-02	Robust
chr2	28452508	28452805	EH38E3333692	dELS	-0.8446	4.99E-02	Robust
chr2	43327436	43327634	EH38E3340130	dELS	-0.8446	4.99E-02	Robust
chr2	105798676	105799012	EH38E3362730	dELS	-0.8446	4.99E-02	Robust
chr2	170070641	170070969	EH38E3383705	CA-H3K4me3	-0.8446	4.99E-02	Robust
chr2	234951752	234952097	EH38E3408621	PLS	-0.8446	4.99E-02	Robust
chr2	208041362	208041712	EH38E4245483	TF	-0.8446	4.99E-02	Robust
chr20	57669833	57669994	EH38E2124742	dELS	-0.8446	4.99E-02	Robust
chr4	185465379	185465580	EH38E3619585	dELS	-0.8446	4.99E-02	Robust
chr5	38368878	38369211	EH38E2366958	dELS	-0.8446	4.99E-02	Robust
chr5	83260751	83260959	EH38E3646856	CA-CTCF	-0.8446	4.99E-02	Robust
chr5	159289599	159289828	EH38E4386850	CA	-0.8446	4.99E-02	Robust
chr6	149988564	149988910	EH38E3740398	dELS	-0.8446	4.99E-02	Robust
chr7	17854226	17854575	EH38E4430072	dELS	-0.8446	4.99E-02	Robust
chr7	148555628	148555931	EH38E3806712	dELS	-0.8446	4.99E-02	Robust
chr8	144789022	144789370	EH38E4488806	pELS	-0.8446	4.99E-02	Robust
chr9	123539031	123539381	EH38E4506971	TF	-0.8446	4.99E-02	Robust
chr4	30855343	30855510	EH38E4330909	dELS	-0.9661	4.99E-02	Robust
chr10	84826746	84827093	EH38E2913535	dELS	-0.9970	4.99E-02	Robust
chr13	110242701	110242923	EH38E3081423	dELS	-0.9970	4.99E-02	Robust
chr8	81033450	81033799	EH38E2643550	dELS	-0.9970	4.99E-02	Robust
chr15	74748347	74748625	EH38E4127081	pELS	-0.8445	4.99E-02	Robust
chr16	5228401	5228675	EH38E3165888	CA-CTCF	-0.8445	4.99E-02	Robust
chr16	50762764	50762968	EH38E3180274	dELS	-0.8445	4.99E-02	Robust
chr18	4251075	4251404	EH38E1896513	dELS	-0.8445	4.99E-02	Robust
chr2	15917094	15917433	EH38E1975882	dELS	-0.8445	4.99E-02	Robust
chr2	183799781	183800127	EH38E3388911	dELS	-0.8445	4.99E-02	Robust
chr2	72394565	72394914	EH38E3352009	dELS	-0.8445	4.99E-02	Robust
chr3	117181256	117181601	EH38E4308333	CA	-0.8445	4.99E-02	Robust
chr3	43528522	43528872	EH38E4295505	TF	-0.8445	4.99E-02	Robust
chr4	173093969	173094298	EH38E4354715	CA	-0.8445	4.99E-02	Robust
chr4	2447391	2447741	EH38E4324612	TF	-0.8445	4.99E-02	Robust
chr7	134504732	134505074	EH38E2592803	dELS	-0.8445	4.99E-02	Robust
chr7	95293040	95293325	EH38E4443737	dELS	-0.8445	4.99E-02	Robust
chr8	106061412	106061745	EH38E2655410	pELS	-0.8445	4.99E-02	Robust
chr8	128524539	128524888	EH38E2667027	dELS	-0.8445	4.99E-02	Robust
chr2	200344226	200344576	EH38E4244057	TF	-0.9641	5.00E-02	Robust
chr1	86377477	86377681	EH38E2822513	CA-H3K4me3	-0.8460	5.00E-02	Robust
chr17	51193625	51193917	EH38E4165372	CA-CTCF	-0.8608	5.00E-02	Robust
chr2	85391775	85391980	EH38E3355505	dELS	-0.8608	5.00E-02	Robust
chr5	95110209	95110395	EH38E2392208	dELS	-0.9158	5.00E-02	Robust
chr7	141119271	141119468	EH38E4453706	dELS	-0.9158	5.00E-02	Robust
chr3	114345486	114345728	EH38E2228396	dELS	-0.9640	5.00E-02	Robust
chr9	19530989	19531189	EH38E4492195	dELS	-0.9640	5.00E-02	Robust
